"Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Wilderness_Area","Soil_Type","Class"
3136,356,9,716,119,1584,205,224,156,2280,"Comanche Peak","7756","Spruce-Fir"
3063,15,9,0,0,636,212,221,146,1511,"Rawah","7202","Spruce-Fir"
3219,346,8,30,4,3750,205,228,161,1595,"Rawah","7201","Spruce-Fir"
2923,288,14,283,45,1167,178,238,199,1842,"Rawah","7745","Lodgepole Pine"
3186,68,4,379,90,2285,224,231,142,924,"Comanche Peak","7756","Spruce-Fir"
2918,277,23,255,97,1087,152,237,221,1150,"Comanche Peak","4758","Lodgepole Pine"
2769,9,18,218,34,426,197,202,138,2398,"Rawah","7700","Lodgepole Pine"
2684,151,16,180,45,1889,238,238,125,1384,"Rawah","7746","Lodgepole Pine"
3018,357,9,30,3,2242,205,223,155,1702,"Comanche Peak","7102","Lodgepole Pine"
2746,147,17,0,0,3109,241,236,118,1855,"Rawah","7745","Lodgepole Pine"
2839,170,28,458,173,2155,227,238,123,2001,"Comanche Peak","4703","Lodgepole Pine"
2602,341,10,234,75,228,199,225,165,1441,"Rawah","7745","Lodgepole Pine"
3176,8,20,30,9,1771,193,196,135,2215,"Comanche Peak","7757","Spruce-Fir"
3210,339,14,234,39,513,189,219,169,1114,"Neota","7700","Lodgepole Pine"
2939,303,16,240,13,1539,174,231,196,1282,"Rawah","7746","Lodgepole Pine"
3086,100,12,192,22,3297,239,224,113,3010,"Rawah","7746","Spruce-Fir"
3090,37,16,108,17,2952,218,204,118,5722,"Rawah","7745","Spruce-Fir"
3132,42,6,67,-6,3038,221,227,142,3360,"Rawah","7202","Spruce-Fir"
2900,62,11,247,50,573,230,216,118,371,"Comanche Peak","7755","Lodgepole Pine"
3064,354,13,300,48,1266,198,217,157,2520,"Comanche Peak","7201","Spruce-Fir"
2956,291,23,309,75,3847,148,229,218,892,"Rawah","7745","Lodgepole Pine"
3130,17,6,190,1,2125,215,228,150,2588,"Rawah","7745","Spruce-Fir"
2907,349,4,350,38,4010,213,233,158,3532,"Rawah","4744","Lodgepole Pine"
3221,16,8,660,77,6325,214,224,147,1371,"Rawah","7745","Spruce-Fir"
2579,322,27,120,104,1008,140,201,195,1707,"Comanche Peak","4703","Lodgepole Pine"
3075,28,8,382,17,3453,217,223,141,638,"Rawah","7201","Spruce-Fir"
2977,130,16,395,34,2631,244,229,109,2579,"Comanche Peak","7702","Lodgepole Pine"
3243,266,11,268,19,5876,193,245,191,1253,"Rawah","7201","Spruce-Fir"
3126,348,14,162,17,3314,192,216,161,3036,"Rawah","7700","Spruce-Fir"
2754,325,10,108,4,2271,196,230,173,3997,"Rawah","4744","Lodgepole Pine"
2917,219,23,210,92,2363,187,254,195,1991,"Comanche Peak","4758","Lodgepole Pine"
3093,55,24,297,49,4535,226,180,74,2848,"Rawah","7745","Spruce-Fir"
3004,183,16,342,141,6384,223,249,154,4044,"Rawah","7746","Lodgepole Pine"
3017,99,6,216,43,2186,230,232,136,2989,"Comanche Peak","7755","Lodgepole Pine"
3054,207,11,466,168,5950,213,250,171,4984,"Rawah","7700","Lodgepole Pine"
3234,291,16,270,73,541,174,236,202,2509,"Neota","7757","Spruce-Fir"
3015,34,14,268,88,2106,217,209,124,2325,"Comanche Peak","7756","Spruce-Fir"
3201,152,16,764,-18,2919,238,239,127,3020,"Comanche Peak","7756","Lodgepole Pine"
3143,166,23,268,27,2499,232,241,126,3403,"Comanche Peak","7757","Lodgepole Pine"
3245,334,9,85,10,4508,199,228,168,808,"Rawah","8772","Spruce-Fir"
2892,315,1,0,0,4136,215,237,160,4112,"Rawah","7202","Lodgepole Pine"
2938,41,5,90,0,1746,221,229,144,182,"Comanche Peak","7756","Lodgepole Pine"
3193,242,8,42,3,1179,205,247,180,212,"Comanche Peak","7103","Spruce-Fir"
2543,197,32,192,108,170,193,247,166,703,"Comanche Peak","2704","Lodgepole Pine"
2730,93,8,309,37,1443,233,228,127,1770,"Rawah","7745","Lodgepole Pine"
3028,43,19,0,0,1060,220,196,104,2379,"Comanche Peak","7700","Spruce-Fir"
2978,114,20,124,29,671,250,216,85,2691,"Comanche Peak","7757","Spruce-Fir"
2842,300,12,162,5,2568,187,235,188,2301,"Rawah","7745","Lodgepole Pine"
2829,141,13,277,78,666,239,236,124,2827,"Comanche Peak","4704","Lodgepole Pine"
3114,35,11,509,58,5265,219,215,130,1622,"Rawah","7745","Spruce-Fir"
3108,162,3,124,13,4365,222,240,153,1544,"Rawah","7201","Spruce-Fir"
2635,107,5,268,39,1132,229,234,139,5467,"Rawah","7745","Lodgepole Pine"
3255,283,27,418,149,360,134,228,228,794,"Neota","7201","Spruce-Fir"
3286,29,15,242,59,1627,213,205,124,2724,"Rawah","8772","Spruce-Fir"
3244,122,18,342,-40,1418,247,223,98,1924,"Rawah","7745","Spruce-Fir"
2947,288,14,342,105,810,180,238,198,1805,"Comanche Peak","7756","Spruce-Fir"
3344,235,19,228,89,3583,183,253,203,577,"Rawah","8772","Spruce-Fir"
3056,213,15,649,347,2467,205,253,180,1310,"Comanche Peak","7756","Lodgepole Pine"
3231,4,7,330,47,228,211,226,153,1639,"Neota","7202","Spruce-Fir"
2610,21,4,323,-1,684,217,231,151,895,"Rawah","4744","Lodgepole Pine"
2884,38,8,60,7,2443,220,222,136,242,"Comanche Peak","7202","Spruce-Fir"
2831,123,17,108,0,1142,247,225,101,1740,"Comanche Peak","4703","Lodgepole Pine"
2833,117,6,698,7,750,231,234,136,1415,"Comanche Peak","4704","Spruce-Fir"
2990,146,2,402,65,1804,221,238,153,2586,"Comanche Peak","7756","Lodgepole Pine"
2899,186,26,153,73,2866,214,247,151,1266,"Comanche Peak","4758","Lodgepole Pine"
2486,51,12,95,17,67,226,213,119,417,"Cache la Poudre","4703","Lodgepole Pine"
2814,338,7,297,119,1129,205,230,164,458,"Comanche Peak","7756","Lodgepole Pine"
2707,17,17,379,65,408,203,201,131,558,"Comanche Peak","4703","Lodgepole Pine"
3033,117,2,242,39,0,223,237,150,616,"Rawah","7201","Spruce-Fir"
3307,191,11,268,46,3421,220,249,162,1383,"Comanche Peak","7756","Spruce-Fir"
3091,194,4,60,-3,1142,219,243,160,2088,"Rawah","7202","Spruce-Fir"
3171,300,10,124,23,457,192,236,184,752,"Neota","7756","Lodgepole Pine"
3240,226,13,30,0,3515,201,252,186,1489,"Comanche Peak","7202","Spruce-Fir"
3317,182,27,216,47,1165,217,245,144,984,"Rawah","7201","Spruce-Fir"
3021,58,15,283,-12,3566,230,208,108,5693,"Rawah","7745","Spruce-Fir"
3079,347,12,446,66,1299,196,220,162,2363,"Comanche Peak","7201","Spruce-Fir"
3200,316,17,300,61,2382,172,223,190,277,"Comanche Peak","7757","Spruce-Fir"
3260,304,7,210,15,5618,201,237,175,576,"Rawah","7201","Spruce-Fir"
3052,273,9,127,22,3030,196,243,186,1082,"Comanche Peak","7757","Lodgepole Pine"
3305,12,20,90,23,2527,195,194,131,1414,"Rawah","8703","Spruce-Fir"
3363,185,11,430,95,3288,222,248,157,216,"Comanche Peak","8771","Spruce-Fir"
2767,6,2,201,34,2676,216,234,155,5743,"Rawah","4744","Lodgepole Pine"
2712,83,13,30,-5,1771,238,217,108,1415,"Comanche Peak","4703","Lodgepole Pine"
3041,14,4,331,7,6643,216,231,153,3463,"Rawah","7745","Lodgepole Pine"
3345,287,21,834,146,914,156,233,215,895,"Neota","7202","Spruce-Fir"
2954,236,17,351,20,1608,189,252,199,1265,"Comanche Peak","7755","Lodgepole Pine"
3049,108,12,685,222,190,241,225,112,875,"Comanche Peak","7756","Lodgepole Pine"
2972,265,18,484,72,5576,172,245,210,4370,"Rawah","7745","Lodgepole Pine"
3163,333,9,300,-22,1183,200,229,168,780,"Neota","7700","Spruce-Fir"
2941,191,7,446,60,2640,220,246,161,2113,"Comanche Peak","7702","Lodgepole Pine"
3225,65,21,85,31,2032,234,192,80,2301,"Rawah","7745","Spruce-Fir"
2690,267,40,467,207,926,90,220,249,1710,"Comanche Peak","7710","Lodgepole Pine"
3295,351,16,335,72,4412,190,212,158,2083,"Comanche Peak","7201","Spruce-Fir"
3270,208,10,558,179,3972,213,250,172,693,"Comanche Peak","7790","Lodgepole Pine"
2535,71,20,0,0,780,238,197,81,1442,"Comanche Peak","4703","Lodgepole Pine"
3052,333,10,134,6,3652,198,228,169,900,"Comanche Peak","7201","Spruce-Fir"
2789,353,9,153,26,1734,204,224,158,1914,"Rawah","4744","Lodgepole Pine"
3005,3,12,108,14,2098,203,216,150,1176,"Comanche Peak","7201","Spruce-Fir"
3360,13,25,120,43,3974,186,179,121,878,"Rawah","8771","Spruce-Fir"
3074,106,10,466,11,295,237,228,122,1506,"Comanche Peak","7756","Lodgepole Pine"
2752,53,12,30,5,3037,227,214,119,808,"Comanche Peak","7700","Lodgepole Pine"
3001,11,4,180,13,5208,216,232,153,4652,"Rawah","7745","Lodgepole Pine"
3364,2,23,240,94,3755,183,191,140,1839,"Rawah","8771","Spruce-Fir"
2664,193,13,120,10,470,218,250,163,660,"Comanche Peak","7790","Lodgepole Pine"
3125,354,10,277,50,2022,204,223,157,2423,"Comanche Peak","7756","Lodgepole Pine"
3218,344,15,150,46,1430,189,216,164,2576,"Rawah","7745","Spruce-Fir"
2959,353,22,150,62,1182,177,196,153,886,"Comanche Peak","7755","Lodgepole Pine"
3007,105,14,577,202,603,243,222,105,1620,"Rawah","7746","Spruce-Fir"
3359,44,27,268,119,1888,215,169,73,2474,"Comanche Peak","7757","Spruce-Fir"
3214,105,11,366,39,3529,239,226,116,4401,"Rawah","8772","Spruce-Fir"
2585,321,3,150,7,702,212,236,163,1273,"Comanche Peak","4704","Lodgepole Pine"
3320,264,13,270,45,2671,188,246,197,785,"Comanche Peak","7201","Spruce-Fir"
3152,243,3,295,10,3290,213,242,166,4054,"Rawah","7202","Spruce-Fir"
2897,113,6,295,16,1995,231,234,136,2951,"Comanche Peak","7757","Lodgepole Pine"
3054,16,14,361,17,3840,208,211,138,2483,"Rawah","7700","Lodgepole Pine"
2656,320,16,150,9,1260,178,224,185,60,"Rawah","7202","Lodgepole Pine"
2952,150,14,395,-32,3903,238,239,127,5785,"Rawah","7102","Lodgepole Pine"
2949,237,16,437,51,5692,189,252,198,5989,"Rawah","7745","Lodgepole Pine"
3171,58,6,426,55,2021,225,227,137,2999,"Comanche Peak","7700","Spruce-Fir"
2959,243,26,437,250,2490,161,250,219,997,"Comanche Peak","4758","Lodgepole Pine"
2897,17,13,323,71,932,208,212,139,1604,"Comanche Peak","4703","Lodgepole Pine"
3216,54,15,60,0,2818,228,207,109,2773,"Rawah","7745","Spruce-Fir"
2715,37,12,309,39,1315,219,214,128,2970,"Rawah","4744","Lodgepole Pine"
2840,74,11,443,55,3278,233,219,116,6419,"Rawah","7746","Lodgepole Pine"
3072,23,6,0,0,1613,216,227,147,711,"Comanche Peak","7755","Spruce-Fir"
2896,63,7,256,29,4102,227,225,132,6313,"Rawah","4744","Lodgepole Pine"
3070,57,5,350,35,2148,223,229,142,1339,"Rawah","7745","Spruce-Fir"
2785,102,8,42,-1,2598,234,230,128,2284,"Rawah","4744","Lodgepole Pine"
3214,184,18,42,8,3246,221,249,155,781,"Comanche Peak","7757","Spruce-Fir"
3267,114,10,878,151,2191,238,230,121,2440,"Comanche Peak","7755","Spruce-Fir"
3187,104,7,366,-19,636,232,231,131,2226,"Comanche Peak","7202","Lodgepole Pine"
2932,357,13,150,-6,5653,199,216,154,3672,"Rawah","7745","Lodgepole Pine"
2992,240,22,0,0,2376,173,252,211,1676,"Comanche Peak","7202","Lodgepole Pine"
2630,14,22,218,-36,1714,193,188,125,1560,"Comanche Peak","4703","Lodgepole Pine"
3124,95,15,108,5,927,242,217,100,573,"Comanche Peak","7202","Spruce-Fir"
3134,214,14,335,50,150,206,252,179,2069,"Comanche Peak","7202","Lodgepole Pine"
3240,307,7,60,0,636,201,236,175,1110,"Neota","7101","Spruce-Fir"
2955,135,13,30,-6,6025,240,234,120,3705,"Rawah","7746","Spruce-Fir"
3023,191,1,67,1,3369,219,239,157,120,"Rawah","7745","Spruce-Fir"
3030,236,38,541,233,2292,128,240,227,1248,"Comanche Peak","4758","Spruce-Fir"
2933,82,14,60,13,3714,239,214,102,2165,"Rawah","4744","Lodgepole Pine"
2968,105,11,242,-16,4583,240,226,115,2314,"Rawah","7745","Lodgepole Pine"
3129,343,16,270,36,2919,187,215,166,3416,"Rawah","7746","Spruce-Fir"
2965,190,17,108,13,5464,218,251,161,2613,"Rawah","7202","Spruce-Fir"
2788,336,13,30,7,3874,190,222,170,5431,"Rawah","7745","Lodgepole Pine"
3061,342,23,532,51,2723,167,200,167,1515,"Comanche Peak","7757","Spruce-Fir"
3021,262,9,190,45,1315,198,245,185,2023,"Comanche Peak","7756","Lodgepole Pine"
3208,100,24,297,32,5397,251,200,63,2926,"Rawah","7745","Lodgepole Pine"
2864,19,21,67,13,1230,200,192,123,2125,"Comanche Peak","7757","Lodgepole Pine"
3019,320,8,150,33,1092,198,232,173,1748,"Comanche Peak","7755","Lodgepole Pine"
2909,81,16,666,-18,1939,240,211,97,2848,"Comanche Peak","7202","Spruce-Fir"
3274,341,16,402,74,3669,186,215,167,4021,"Rawah","8776","Spruce-Fir"
2905,279,7,335,-70,1201,200,241,181,474,"Comanche Peak","7202","Lodgepole Pine"
3307,18,20,450,172,1326,200,195,126,2343,"Comanche Peak","7756","Lodgepole Pine"
2926,36,9,127,17,4260,220,221,136,4111,"Rawah","7745","Lodgepole Pine"
3009,52,19,0,0,993,226,197,97,2336,"Comanche Peak","7700","Spruce-Fir"
3241,36,17,330,13,2734,217,202,115,1224,"Comanche Peak","7201","Spruce-Fir"
3217,54,8,404,33,511,225,223,131,942,"Neota","7202","Spruce-Fir"
2970,83,23,153,42,1998,245,192,64,3007,"Comanche Peak","7757","Spruce-Fir"
3037,185,16,484,151,5954,221,249,156,5043,"Rawah","7746","Lodgepole Pine"
3014,213,11,730,118,5921,210,251,175,5612,"Rawah","7745","Lodgepole Pine"
3117,72,3,285,36,1575,223,233,146,2977,"Comanche Peak","7202","Spruce-Fir"
3133,57,10,488,52,1651,227,219,125,2924,"Comanche Peak","7756","Spruce-Fir"
2836,70,26,192,72,1273,237,180,59,1922,"Comanche Peak","7757","Lodgepole Pine"
3032,63,19,270,-50,663,233,198,90,957,"Rawah","7745","Spruce-Fir"
2891,133,13,234,62,2120,240,234,121,900,"Comanche Peak","7756","Lodgepole Pine"
3056,152,12,67,11,3496,235,240,134,2490,"Comanche Peak","7757","Spruce-Fir"
2996,80,22,30,-8,570,243,196,73,671,"Rawah","7745","Spruce-Fir"
2985,125,17,589,38,2832,246,225,101,2415,"Comanche Peak","7702","Lodgepole Pine"
2998,99,22,570,191,582,250,203,69,937,"Rawah","7745","Lodgepole Pine"
2585,219,28,272,159,255,176,252,199,674,"Comanche Peak","2704","Lodgepole Pine"
2968,346,6,524,51,5553,209,231,160,2490,"Rawah","7746","Lodgepole Pine"
2759,53,10,190,14,446,226,218,126,2676,"Comanche Peak","7755","Lodgepole Pine"
3008,269,20,666,108,5812,166,243,215,5202,"Rawah","7745","Spruce-Fir"
2700,176,20,330,-88,2933,226,246,142,1793,"Comanche Peak","4758","Lodgepole Pine"
3192,148,24,313,87,1082,244,230,100,2114,"Rawah","7745","Spruce-Fir"
2584,103,16,60,-9,932,245,219,99,834,"Rawah","7746","Lodgepole Pine"
2980,91,16,218,31,2113,243,212,93,789,"Rawah","7745","Spruce-Fir"
2994,267,9,95,-6,4344,198,244,185,743,"Rawah","7101","Lodgepole Pine"
2765,36,13,531,76,351,219,211,126,1044,"Comanche Peak","4704","Lodgepole Pine"
3011,122,4,960,85,5576,228,236,143,5958,"Rawah","7745","Lodgepole Pine"
3219,34,5,124,6,6053,219,228,145,845,"Rawah","7101","Spruce-Fir"
3169,288,3,30,1,5588,211,239,166,1894,"Rawah","7202","Lodgepole Pine"
2915,336,17,256,-60,1195,180,215,173,566,"Comanche Peak","7202","Lodgepole Pine"
3078,21,15,402,122,703,208,206,131,2970,"Comanche Peak","7700","Lodgepole Pine"
2934,22,13,30,7,1740,212,212,135,1243,"Rawah","7745","Spruce-Fir"
3046,135,13,120,9,785,240,234,120,1504,"Comanche Peak","7201","Lodgepole Pine"
3091,13,13,330,74,1438,207,214,142,2776,"Comanche Peak","7755","Spruce-Fir"
2514,37,5,390,36,595,220,229,146,3561,"Rawah","6731","Lodgepole Pine"
3141,97,24,371,166,2064,250,199,64,3840,"Rawah","7745","Spruce-Fir"
2821,49,5,30,0,1084,222,229,142,1846,"Rawah","7745","Spruce-Fir"
2913,355,9,42,1,1681,206,224,157,1384,"Comanche Peak","7756","Lodgepole Pine"
2790,132,13,190,33,2081,241,233,119,3000,"Rawah","4744","Lodgepole Pine"
2955,68,9,297,-9,6137,229,223,126,3200,"Rawah","7102","Lodgepole Pine"
3035,43,24,216,77,190,217,181,88,1388,"Comanche Peak","7700","Lodgepole Pine"
3119,29,13,323,113,2670,215,210,129,1073,"Comanche Peak","7700","Spruce-Fir"
3273,160,6,541,115,595,226,241,149,892,"Neota","7700","Lodgepole Pine"
2534,49,5,190,-8,551,222,228,141,1053,"Rawah","4201","Lodgepole Pine"
3172,47,8,120,0,4460,223,223,134,2965,"Rawah","7202","Spruce-Fir"
3149,160,10,60,7,3490,231,242,142,1616,"Comanche Peak","7756","Lodgepole Pine"
2932,199,13,301,86,2188,215,251,168,1301,"Comanche Peak","7790","Lodgepole Pine"
3048,29,15,108,31,1250,214,207,125,2871,"Comanche Peak","7201","Spruce-Fir"
2702,343,22,339,-21,2820,169,199,166,2455,"Comanche Peak","4703","Lodgepole Pine"
2716,107,5,150,-7,1809,229,234,139,4117,"Rawah","7202","Lodgepole Pine"
2942,353,12,150,13,4995,199,218,157,2242,"Rawah","7745","Lodgepole Pine"
3268,110,18,30,0,5658,248,218,92,787,"Rawah","8771","Spruce-Fir"
2722,354,4,450,7,1047,212,232,157,1116,"Rawah","4744","Lodgepole Pine"
2964,330,5,90,27,1687,207,233,165,591,"Comanche Peak","7755","Lodgepole Pine"
2914,207,2,390,34,3844,218,241,160,4090,"Rawah","4744","Lodgepole Pine"
3082,182,6,531,81,1570,222,244,157,664,"Comanche Peak","4758","Lodgepole Pine"
2926,63,2,42,4,4544,221,234,150,4272,"Rawah","7745","Spruce-Fir"
2968,138,6,390,51,5421,229,238,143,2522,"Rawah","7746","Lodgepole Pine"
3264,153,20,480,110,1454,240,236,116,2195,"Rawah","8772","Spruce-Fir"
2844,128,15,67,15,2282,244,229,110,785,"Comanche Peak","4758","Spruce-Fir"
3179,313,34,324,158,2842,110,191,211,2783,"Comanche Peak","7757","Spruce-Fir"
2810,39,12,319,28,1889,220,213,126,1670,"Rawah","7745","Lodgepole Pine"
2997,319,10,162,28,3184,193,231,177,1932,"Rawah","7745","Lodgepole Pine"
3033,103,13,450,94,268,241,223,109,1871,"Comanche Peak","7757","Lodgepole Pine"
3050,149,14,42,19,534,238,238,127,1292,"Comanche Peak","7201","Lodgepole Pine"
3277,285,13,67,11,5880,182,239,197,592,"Rawah","8771","Spruce-Fir"
3287,20,8,95,2,1920,215,224,145,1465,"Comanche Peak","8771","Spruce-Fir"
3000,96,28,677,204,1254,251,188,46,787,"Rawah","7745","Lodgepole Pine"
3066,66,18,95,29,1006,235,201,91,1355,"Comanche Peak","7700","Lodgepole Pine"
2924,64,16,95,1,541,233,205,99,1645,"Comanche Peak","7756","Lodgepole Pine"
2672,4,11,30,1,1498,205,219,150,1513,"Comanche Peak","7102","Spruce-Fir"
2890,319,10,474,35,2900,193,231,177,3578,"Rawah","7202","Spruce-Fir"
2763,142,9,85,15,1731,233,238,136,1745,"Rawah","4744","Spruce-Fir"
3277,38,15,631,201,755,218,205,118,824,"Rawah","7201","Spruce-Fir"
2798,13,8,30,2,2412,212,223,148,1831,"Rawah","7202","Lodgepole Pine"
3130,321,16,30,11,4846,178,223,184,1110,"Rawah","7201","Spruce-Fir"
3099,96,16,371,87,3094,244,216,97,830,"Comanche Peak","7757","Spruce-Fir"
2958,257,22,480,324,1570,165,247,218,1616,"Comanche Peak","7757","Lodgepole Pine"
2962,64,13,642,69,1148,232,212,110,1661,"Comanche Peak","7756","Lodgepole Pine"
2802,63,14,124,0,3260,232,211,109,2531,"Rawah","4744","Lodgepole Pine"
3050,51,26,518,248,524,222,174,71,1475,"Rawah","7746","Spruce-Fir"
3281,336,3,390,38,5792,213,235,160,664,"Rawah","7201","Spruce-Fir"
2809,40,16,228,80,1339,220,204,114,2673,"Comanche Peak","4704","Lodgepole Pine"
2945,41,20,342,124,379,218,193,101,450,"Comanche Peak","7757","Spruce-Fir"
3092,17,17,319,44,1201,204,203,132,134,"Comanche Peak","7700","Spruce-Fir"
2978,111,16,201,46,4365,246,221,99,1897,"Rawah","7746","Lodgepole Pine"
2986,256,12,255,50,2571,193,247,193,1911,"Comanche Peak","7756","Lodgepole Pine"
2579,48,11,277,45,404,224,215,123,781,"Comanche Peak","4704","Lodgepole Pine"
3054,52,8,212,20,3905,225,223,132,2482,"Rawah","7700","Lodgepole Pine"
3019,276,7,150,35,2589,201,242,179,973,"Rawah","7745","Lodgepole Pine"
3064,311,16,402,65,1206,176,227,191,2348,"Comanche Peak","7201","Spruce-Fir"
3038,321,16,108,29,1890,176,222,185,1477,"Comanche Peak","7202","Spruce-Fir"
3011,38,11,268,-6,4414,220,216,129,2407,"Rawah","7745","Lodgepole Pine"
2984,54,17,175,57,2003,228,201,101,2394,"Comanche Peak","7756","Spruce-Fir"
3179,207,14,150,34,1176,209,252,175,4612,"Neota","7201","Spruce-Fir"
2860,69,25,182,78,1463,237,181,61,1998,"Comanche Peak","4758","Lodgepole Pine"
3067,210,12,631,8,242,211,251,174,1177,"Comanche Peak","7202","Lodgepole Pine"
2948,43,33,379,138,1020,206,150,55,811,"Comanche Peak","7757","Lodgepole Pine"
3435,227,30,497,180,3369,164,251,210,785,"Rawah","8772","Spruce-Fir"
2951,331,8,379,-37,1387,201,230,168,1772,"Rawah","7745","Spruce-Fir"
3022,343,21,541,185,558,173,204,166,1422,"Rawah","7746","Lodgepole Pine"
3311,60,9,153,8,5488,227,221,127,882,"Rawah","8771","Spruce-Fir"
3172,128,19,277,70,741,247,225,98,641,"Comanche Peak","7757","Lodgepole Pine"
2965,47,8,488,30,2028,223,223,135,942,"Comanche Peak","7202","Spruce-Fir"
2929,74,13,90,13,4945,235,215,109,1842,"Rawah","7745","Lodgepole Pine"
2944,312,6,42,0,3945,203,235,172,1180,"Rawah","7745","Spruce-Fir"
3145,125,11,216,14,454,239,232,122,2672,"Neota","7202","Spruce-Fir"
2752,137,9,60,-10,1425,234,237,133,1471,"Rawah","7202","Lodgepole Pine"
3228,252,12,573,118,1385,194,248,192,2591,"Comanche Peak","7755","Spruce-Fir"
3209,350,10,582,65,6185,202,224,159,1266,"Rawah","7745","Spruce-Fir"
2949,63,3,510,122,4877,222,233,146,5176,"Rawah","4744","Lodgepole Pine"
3172,257,24,787,251,3268,156,246,223,2466,"Comanche Peak","7709","Spruce-Fir"
2917,223,20,175,72,1006,189,254,195,300,"Comanche Peak","7757","Lodgepole Pine"
2729,272,29,150,55,1304,131,234,234,765,"Comanche Peak","7700","Lodgepole Pine"
3238,359,22,492,87,3114,183,195,145,845,"Comanche Peak","7700","Spruce-Fir"
2853,142,11,247,42,1436,236,238,131,3013,"Comanche Peak","7755","Lodgepole Pine"
2575,141,9,90,16,990,234,238,135,1584,"Comanche Peak","2703","Lodgepole Pine"
3151,115,23,150,62,1001,252,210,72,1120,"Rawah","7746","Spruce-Fir"
2571,40,12,277,-25,1092,221,214,126,384,"Rawah","7201","Spruce-Fir"
2618,19,13,242,8,787,210,212,137,779,"Rawah","4201","Lodgepole Pine"
3029,84,9,30,4,2634,233,225,123,2071,"Comanche Peak","7202","Lodgepole Pine"
2252,317,33,67,37,150,118,192,205,661,"Cache la Poudre","4703","Lodgepole Pine"
3393,139,20,300,64,997,245,230,104,4134,"Neota","8771","Lodgepole Pine"
3034,290,10,390,57,1207,193,239,185,1741,"Comanche Peak","7755","Lodgepole Pine"
3067,102,10,573,158,4198,238,226,119,4682,"Rawah","7745","Spruce-Fir"
2576,339,20,124,24,1024,174,207,170,1129,"Comanche Peak","4704","Lodgepole Pine"
3510,56,20,808,295,2430,229,194,90,1650,"Rawah","8776","Spruce-Fir"
3315,13,17,524,91,3005,202,204,136,3409,"Comanche Peak","7756","Spruce-Fir"
2948,41,21,0,0,390,217,189,98,1590,"Comanche Peak","7700","Lodgepole Pine"
3000,333,3,108,7,4081,212,235,161,721,"Rawah","7745","Spruce-Fir"
2825,95,9,0,0,1682,234,227,124,2460,"Rawah","7102","Lodgepole Pine"
2978,157,14,417,59,5532,235,241,134,3523,"Rawah","7745","Lodgepole Pine"
2641,216,4,153,64,1316,215,244,165,1452,"Comanche Peak","4704","Lodgepole Pine"
